Sat Dec 11 2021,Denver Nuggets,127,San Antonio Spurs,112
Sun Dec 12 2021,Milwaukee Bucks,112,New York Knicks,97
Sun Dec 12 2021,Brooklyn Nets,116,Detroit Pistons,104
Sun Dec 12 2021,Dallas Mavericks,103,Oklahoma City Thunder,84
Sun Dec 12 2021,New Orleans Pelicans,97,San Antonio Spurs,112
Sun Dec 12 2021,Minnesota Timberwolves,116,Portland Trail Blazers,111
Sun Dec 12 2021,Orlando Magic,94,Los Angeles Lakers,106
Mon Dec 13 2021,Miami Heat,94,Cleveland Cavaliers,105
Mon Dec 13 2021,Golden State Warriors,102,Indiana Pacers,100
Mon Dec 13 2021,Sacramento Kings,101,Toronto Raptors,124
Mon Dec 13 2021,Houston Rockets,132,Atlanta Hawks,126
Mon Dec 13 2021,Milwaukee Bucks,103,Boston Celtics,117
Mon Dec 13 2021,Philadelphia 76ers,91,Memphis Grizzlies,126
Mon Dec 13 2021,Charlotte Hornets,96,Dallas Mavericks,120
Mon Dec 13 2021,Washington Wizards,107,Denver Nuggets,113
Mon Dec 13 2021,Phoenix Suns,95,Los Angeles Clippers,111
Tue Dec 14 2021,Toronto Raptors,129,Brooklyn Nets,131
Tue Dec 14 2021,Golden State Warriors,105,New York Knicks,96
Tue Dec 14 2021,Phoenix Suns,111,Portland Trail Blazers,107
Wed Dec 15 2021,Houston Rockets,89,Cleveland Cavaliers,124
Wed Dec 15 2021,Atlanta Hawks,111,Orlando Magic,99
Wed Dec 15 2021,Miami Heat,101,Philadelphia 76ers,96
Wed Dec 15 2021,Los Angeles Lakers,107,Dallas Mavericks,104
Wed Dec 15 2021,Indiana Pacers,99,Milwaukee Bucks,114
Wed Dec 15 2021,New Orleans Pelicans,113,Oklahoma City Thunder,110
Wed Dec 15 2021,Charlotte Hornets,131,San Antonio Spurs,115
Wed Dec 15 2021,Minnesota Timberwolves,124,Denver Nuggets,107
Wed Dec 15 2021,Memphis Grizzlies,113,Portland Trail Blazers,103
Wed Dec 15 2021,Washington Wizards,105,Sacramento Kings,119
Wed Dec 15 2021,Los Angeles Clippers,103,Utah Jazz,124
Thu Dec 16 2021,Detroit Pistons,113,Indiana Pacers,122
Thu Dec 16 2021,Philadelphia 76ers,105,Brooklyn Nets,114
Thu Dec 16 2021,New York Knicks,116,Houston Rockets,103
Thu Dec 16 2021,Washington Wizards,98,Phoenix Suns,118
Fri Dec 17 2021,Miami Heat,115,Orlando Magic,105
Fri Dec 17 2021,Denver Nuggets,133,Atlanta Hawks,115
Fri Dec 17 2021,Golden State Warriors,111,Boston Celtics,107
Fri Dec 17 2021,Milwaukee Bucks,112,New Orleans Pelicans,116
Fri Dec 17 2021,San Antonio Spurs,128,Utah Jazz,126
Fri Dec 17 2021,Los Angeles Lakers,92,Minnesota Timberwolves,110
Fri Dec 17 2021,Charlotte Hornets,116,Portland Trail Blazers,125
Fri Dec 17 2021,Memphis Grizzlies,124,Sacramento Kings,105
Sat Dec 18 2021,Houston Rockets,116,Detroit Pistons,107
Sat Dec 18 2021,New York Knicks,107,Boston Celtics,114
Sat Dec 18 2021,Orlando Magic,100,Brooklyn Nets,93
Sat Dec 18 2021,Golden State Warriors,100,Toronto Raptors,119
Sat Dec 18 2021,Los Angeles Clippers,103,Oklahoma City Thunder,104
Sat Dec 18 2021,Cleveland Cavaliers,119,Milwaukee Bucks,90
Sat Dec 18 2021,Washington Wizards,109,Utah Jazz,103
Sun Dec 19 2021,Miami Heat,90,Detroit Pistons,100
Sun Dec 19 2021,Portland Trail Blazers,105,Memphis Grizzlies,100
Sun Dec 19 2021,San Antonio Spurs,114,Sacramento Kings,121
Sun Dec 19 2021,Los Angeles Lakers,110,Chicago Bulls,115
Sun Dec 19 2021,Dallas Mavericks,105,Minnesota Timberwolves,111
Sun Dec 19 2021,Charlotte Hornets,106,Phoenix Suns,137
Mon Dec 20 2021,Philadelphia 76ers,108,Boston Celtics,103
Mon Dec 20 2021,Houston Rockets,118,Chicago Bulls,133
Mon Dec 20 2021,Oklahoma City Thunder,102,Memphis Grizzlies,99
Mon Dec 20 2021,Charlotte Hornets,102,Utah Jazz,112
Mon Dec 20 2021,Sacramento Kings,98,Golden State Warriors,113
Mon Dec 20 2021,San Antonio Spurs,116,Los Angeles Clippers,92
Tue Dec 21 2021,Indiana Pacers,96,Miami Heat,125
Tue Dec 21 2021,Detroit Pistons,91,New York Knicks,105
Tue Dec 21 2021,Portland Trail Blazers,97,New Orleans Pelicans,111
Tue Dec 21 2021,Minnesota Timberwolves,102,Dallas Mavericks,114
Tue Dec 21 2021,Phoenix Suns,108,Los Angeles Lakers,90
Wed Dec 22 2021,Orlando Magic,104,Atlanta Hawks,98
Wed Dec 22 2021,Cleveland Cavaliers,101,Boston Celtics,111
Wed Dec 22 2021,Houston Rockets,106,Milwaukee Bucks,126
Wed Dec 22 2021,Denver Nuggets,94,Oklahoma City Thunder,108
Wed Dec 22 2021,Los Angeles Clippers,105,Sacramento Kings,89
Thu Dec 23 2021,Houston Rockets,106,Indiana Pacers,118
Thu Dec 23 2021,New Orleans Pelicans,110,Orlando Magic,104
Thu Dec 23 2021,Atlanta Hawks,98,Philadelphia 76ers,96
Thu Dec 23 2021,Detroit Pistons,112,Miami Heat,115
Thu Dec 23 2021,Washington Wizards,124,New York Knicks,117
Thu Dec 23 2021,Milwaukee Bucks,102,Dallas Mavericks,95
Thu Dec 23 2021,Charlotte Hornets,115,Denver Nuggets,107
Thu Dec 23 2021,Oklahoma City Thunder,101,Phoenix Suns,113
Thu Dec 23 2021,Minnesota Timberwolves,116,Utah Jazz,128
Thu Dec 23 2021,Memphis Grizzlies,104,Golden State Warriors,113
Thu Dec 23 2021,San Antonio Spurs,138,Los Angeles Lakers,110
Sat Dec 25 2021,Atlanta Hawks,87,New York Knicks,101
Sat Dec 25 2021,Boston Celtics,113,Milwaukee Bucks,117
Sat Dec 25 2021,Golden State Warriors,116,Phoenix Suns,107
Sat Dec 25 2021,Brooklyn Nets,122,Los Angeles Lakers,115
Sat Dec 25 2021,Dallas Mavericks,116,Utah Jazz,120
Sun Dec 26 2021,Orlando Magic,83,Miami Heat,93
Sun Dec 26 2021,Toronto Raptors,99,Cleveland Cavaliers,144
Sun Dec 26 2021,Memphis Grizzlies,127,Sacramento Kings,102
Sun Dec 26 2021,Philadelphia 76ers,117,Washington Wizards,96
Sun Dec 26 2021,New Orleans Pelicans,112,Oklahoma City Thunder,117
Sun Dec 26 2021,Detroit Pistons,109,San Antonio Spurs,144
Sun Dec 26 2021,Indiana Pacers,105,Chicago Bulls,113
Sun Dec 26 2021,Denver Nuggets,103,Los Angeles Clippers,100
Mon Dec 27 2021,Houston Rockets,99,Charlotte Hornets,123
Mon Dec 27 2021,Chicago Bulls,130,Atlanta Hawks,118
Mon Dec 27 2021,Boston Celtics,103,Minnesota Timberwolves,108
Mon Dec 27 2021,Utah Jazz,110,San Antonio Spurs,104
Mon Dec 27 2021,Memphis Grizzlies,114,Phoenix Suns,113
Mon Dec 27 2021,Dallas Mavericks,132,Portland Trail Blazers,117
Mon Dec 27 2021,Brooklyn Nets,124,Los Angeles Clippers,108
Tue Dec 28 2021,Milwaukee Bucks,127,Orlando Magic,110
Tue Dec 28 2021,Washington Wizards,112,Miami Heat,119
Tue Dec 28 2021,Philadelphia 76ers,114,Toronto Raptors,109
Tue Dec 28 2021,Los Angeles Lakers,132,Houston Rockets,123
Tue Dec 28 2021,New York Knicks,96,Minnesota Timberwolves,88
Tue Dec 28 2021,Cleveland Cavaliers,104,New Orleans Pelicans,108
Tue Dec 28 2021,Denver Nuggets,89,Golden State Warriors,86
Tue Dec 28 2021,Oklahoma City Thunder,111,Sacramento Kings,117
Wed Dec 29 2021,New York Knicks,94,Detroit Pistons,85
Wed Dec 29 2021,Charlotte Hornets,116,Indiana Pacers,108
Wed Dec 29 2021,Los Angeles Clippers,91,Boston Celtics,82
Wed Dec 29 2021,Atlanta Hawks,117,Chicago Bulls,131
Wed Dec 29 2021,Los Angeles Lakers,99,Memphis Grizzlies,104
Wed Dec 29 2021,Oklahoma City Thunder,97,Phoenix Suns,115
Wed Dec 29 2021,Utah Jazz,120,Portland Trail Blazers,105
Wed Dec 29 2021,Dallas Mavericks,94,Sacramento Kings,95
Thu Dec 30 2021,Philadelphia 76ers,110,Brooklyn Nets,102
Thu Dec 30 2021,Milwaukee Bucks,136,Orlando Magic,118
Thu Dec 30 2021,Cleveland Cavaliers,93,Washington Wizards,110
Fri Dec 31 2021,Phoenix Suns,108,Boston Celtics,123
Fri Dec 31 2021,Chicago Bulls,108,Indiana Pacers,106
Fri Dec 31 2021,Dallas Mavericks,112,Sacramento Kings,96
Fri Dec 31 2021,Miami Heat,120,Houston Rockets,110
Fri Dec 31 2021,Atlanta Hawks,121,Cleveland Cavaliers,118
Fri Dec 31 2021,Los Angeles Clippers,108,Toronto Raptors,116
Fri Dec 31 2021,San Antonio Spurs,105,Memphis Grizzlies,118
Fri Dec 31 2021,New York Knicks,80,Oklahoma City Thunder,95
Fri Dec 31 2021,Minnesota Timberwolves,108,Utah Jazz,120
Fri Dec 31 2021,Portland Trail Blazers,106,Los Angeles Lakers,139
Sat Jan 1 2022,New Orleans Pelicans,113,Milwaukee Bucks,136
Sat Jan 1 2022,San Antonio Spurs,116,Detroit Pistons,117
Sat Jan 1 2022,Chicago Bulls,120,Washington Wizards,119
Sat Jan 1 2022,Los Angeles Clippers,120,Brooklyn Nets,116
Sat Jan 1 2022,Denver Nuggets,124,Houston Rockets,111
Sat Jan 1 2022,Golden State Warriors,123,Utah Jazz,116
Sun Jan 2 2022,New York Knicks,105,Toronto Raptors,120
Sun Jan 2 2022,Orlando Magic,111,Boston Celtics,116
Sun Jan 2 2022,Indiana Pacers,104,Cleveland Cavaliers,108
Sun Jan 2 2022,Miami Heat,113,Sacramento Kings,115
Sun Jan 2 2022,Phoenix Suns,133,Charlotte Hornets,99
Sun Jan 2 2022,Dallas Mavericks,95,Oklahoma City Thunder,86
Sun Jan 2 2022,Minnesota Timberwolves,103,Los Angeles Lakers,108
Mon Jan 3 2022,Houston Rockets,113,Philadelphia 76ers,133
Mon Jan 3 2022,Charlotte Hornets,121,Washington Wizards,124
Mon Jan 3 2022,Memphis Grizzlies,118,Brooklyn Nets,104
Mon Jan 3 2022,Orlando Magic,98,Chicago Bulls,102
Mon Jan 3 2022,Detroit Pistons,115,Milwaukee Bucks,106
Mon Jan 3 2022,Utah Jazz,115,New Orleans Pelicans,104
Mon Jan 3 2022,Denver Nuggets,89,Dallas Mavericks,103
Mon Jan 3 2022,Miami Heat,108,Golden State Warriors,115
Mon Jan 3 2022,Atlanta Hawks,131,Portland Trail Blazers,136
Mon Jan 3 2022,Minnesota Timberwolves,122,Los Angeles Clippers,104
Tue Jan 4 2022,Memphis Grizzlies,110,Cleveland Cavaliers,106
Tue Jan 4 2022,San Antonio Spurs,104,Toronto Raptors,129
Tue Jan 4 2022,Indiana Pacers,94,New York Knicks,104
Tue Jan 4 2022,Phoenix Suns,123,New Orleans Pelicans,110
Tue Jan 4 2022,Sacramento Kings,114,Los Angeles Lakers,122
Wed Jan 5 2022,Detroit Pistons,111,Charlotte Hornets,140
Wed Jan 5 2022,Philadelphia 76ers,116,Orlando Magic,106
Wed Jan 5 2022,Houston Rockets,114,Washington Wizards,111
Wed Jan 5 2022,San Antonio Spurs,99,Boston Celtics,97
Wed Jan 5 2022,Golden State Warriors,82,Dallas Mavericks,99
Wed Jan 5 2022,Brooklyn Nets,129,Indiana Pacers,121
Wed Jan 5 2022,Toronto Raptors,117,Milwaukee Bucks,111
Wed Jan 5 2022,Oklahoma City Thunder,90,Minnesota Timberwolves,98
Wed Jan 5 2022,Utah Jazz,115,Denver Nuggets,109
Wed Jan 5 2022,Miami Heat,115,Portland Trail Blazers,109
Wed Jan 5 2022,Atlanta Hawks,108,Sacramento Kings,102
Thu Jan 6 2022,Boston Celtics,105,New York Knicks,108
Thu Jan 6 2022,Detroit Pistons,88,Memphis Grizzlies,118
Thu Jan 6 2022,Golden State Warriors,96,New Orleans Pelicans,101
Thu Jan 6 2022,Los Angeles Clippers,89,Phoenix Suns,106
Fri Jan 7 2022,San Antonio Spurs,100,Philadelphia 76ers,119
Fri Jan 7 2022,Milwaukee Bucks,121,Brooklyn Nets,109
Fri Jan 7 2022,Utah Jazz,108,Toronto Raptors,122
Fri Jan 7 2022,Washington Wizards,122,Chicago Bulls,130
Fri Jan 7 2022,Dallas Mavericks,130,Houston Rockets,106
Fri Jan 7 2022,Minnesota Timberwolves,135,Oklahoma City Thunder,105
Fri Jan 7 2022,Sacramento Kings,111,Denver Nuggets,121
Fri Jan 7 2022,Atlanta Hawks,118,Los Angeles Lakers,134
Fri Jan 7 2022,Cleveland Cavaliers,114,Portland Trail Blazers,101
Sat Jan 8 2022,Memphis Grizzlies,123,Los Angeles Clippers,108
Sat Jan 8 2022,Milwaukee Bucks,106,Charlotte Hornets,114
Sat Jan 8 2022,Orlando Magic,92,Detroit Pistons,97
Sat Jan 8 2022,Utah Jazz,113,Indiana Pacers,125
Sat Jan 8 2022,New York Knicks,75,Boston Celtics,99
Sat Jan 8 2022,Miami Heat,123,Phoenix Suns,100
Sun Jan 9 2022,San Antonio Spurs,119,Brooklyn Nets,121
Sun Jan 9 2022,Atlanta Hawks,93,Los Angeles Clippers,106
Sun Jan 9 2022,Washington Wizards,102,Orlando Magic,100
Sun Jan 9 2022,New Orleans Pelicans,101,Toronto Raptors,105
Sun Jan 9 2022,Minnesota Timberwolves,141,Houston Rockets,123
Sun Jan 9 2022,Denver Nuggets,99,Oklahoma City Thunder,95
Sun Jan 9 2022,Chicago Bulls,99,Dallas Mavericks,113
Sun Jan 9 2022,Cleveland Cavaliers,82,Golden State Warriors,96
Sun Jan 9 2022,Sacramento Kings,88,Portland Trail Blazers,103
Sun Jan 9 2022,Memphis Grizzlies,127,Los Angeles Lakers,119
Mon Jan 10 2022,Milwaukee Bucks,99,Charlotte Hornets,103
Mon Jan 10 2022,Utah Jazz,116,Detroit Pistons,126
Mon Jan 10 2022,Indiana Pacers,98,Boston Celtics,101
Mon Jan 10 2022,San Antonio Spurs,96,New York Knicks,111
Mon Jan 10 2022,Philadelphia 76ers,111,Houston Rockets,91
Mon Jan 10 2022,Brooklyn Nets,108,Portland Trail Blazers,114
Mon Jan 10 2022,Cleveland Cavaliers,109,Sacramento Kings,108
Tue Jan 11 2022,Oklahoma City Thunder,118,Washington Wizards,122
Tue Jan 11 2022,Phoenix Suns,99,Toronto Raptors,95
Tue Jan 11 2022,Detroit Pistons,87,Chicago Bulls,133
Tue Jan 11 2022,Golden State Warriors,108,Memphis Grizzlies,116
Tue Jan 11 2022,Minnesota Timberwolves,125,New Orleans Pelicans,128
Tue Jan 11 2022,Denver Nuggets,85,Los Angeles Clippers,87
Wed Jan 12 2022,Boston Celtics,119,Indiana Pacers,100
Wed Jan 12 2022,Charlotte Hornets,109,Philadelphia 76ers,98
Wed Jan 12 2022,Orlando Magic,106,Washington Wizards,112
Wed Jan 12 2022,Miami Heat,115,Atlanta Hawks,91
Wed Jan 12 2022,Dallas Mavericks,85,New York Knicks,108
Wed Jan 12 2022,Houston Rockets,128,San Antonio Spurs,124
Wed Jan 12 2022,Cleveland Cavaliers,111,Utah Jazz,91
Wed Jan 12 2022,Brooklyn Nets,138,Chicago Bulls,112
Wed Jan 12 2022,Los Angeles Lakers,116,Sacramento Kings,125
Thu Jan 13 2022,Golden State Warriors,99,Milwaukee Bucks,118
Thu Jan 13 2022,Minnesota Timberwolves,108,Memphis Grizzlies,116
Thu Jan 13 2022,Los Angeles Clippers,89,New Orleans Pelicans,113
Thu Jan 13 2022,Oklahoma City Thunder,130,Brooklyn Nets,109
Thu Jan 13 2022,Portland Trail Blazers,108,Denver Nuggets,140
Fri Jan 14 2022,Orlando Magic,116,Charlotte Hornets,109
Fri Jan 14 2022,Toronto Raptors,87,Detroit Pistons,103
Fri Jan 14 2022,Phoenix Suns,112,Indiana Pacers,94
Fri Jan 14 2022,Boston Celtics,99,Philadelphia 76ers,111
Fri Jan 14 2022,Golden State Warriors,138,Chicago Bulls,96
Fri Jan 14 2022,Atlanta Hawks,118,Miami Heat,124
Fri Jan 14 2022,Cleveland Cavaliers,114,San Antonio Spurs,109
Fri Jan 14 2022,Dallas Mavericks,112,Memphis Grizzlies,85
Fri Jan 14 2022,Houston Rockets,114,Sacramento Kings,126
Sat Jan 15 2022,Toronto Raptors,103,Milwaukee Bucks,96
Sat Jan 15 2022,Portland Trail Blazers,115,Washington Wizards,110
Sat Jan 15 2022,New York Knicks,117,Atlanta Hawks,108
Sat Jan 15 2022,New Orleans Pelicans,105,Brooklyn Nets,120
Sat Jan 15 2022,Philadelphia 76ers,109,Miami Heat,98
Sat Jan 15 2022,Cleveland Cavaliers,107,Oklahoma City Thunder,102
Sat Jan 15 2022,Chicago Bulls,112,Boston Celtics,114
Sat Jan 15 2022,Los Angeles Clippers,94,San Antonio Spurs,101
Sat Jan 15 2022,Los Angeles Lakers,96,Denver Nuggets,133
Sat Jan 15 2022,Orlando Magic,92,Dallas Mavericks,108
Sun Jan 16 2022,Phoenix Suns,135,Detroit Pistons,108
Sun Jan 16 2022,Houston Rockets,118,Sacramento Kings,112
Sun Jan 16 2022,Utah Jazz,125,Denver Nuggets,102
Sun Jan 16 2022,Golden State Warriors,99,Minnesota Timberwolves,119
Mon Jan 17 2022,New Orleans Pelicans,92,Boston Celtics,104
Mon Jan 17 2022,Charlotte Hornets,97,New York Knicks,87
Mon Jan 17 2022,Philadelphia 76ers,98,Washington Wizards,117
Mon Jan 17 2022,Brooklyn Nets,107,Cleveland Cavaliers,114
Mon Jan 17 2022,Indiana Pacers,133,Los Angeles Clippers,139
Mon Jan 17 2022,Chicago Bulls,106,Memphis Grizzlies,119
Mon Jan 17 2022,Milwaukee Bucks,114,Atlanta Hawks,121
Mon Jan 17 2022,Portland Trail Blazers,98,Orlando Magic,88
Mon Jan 17 2022,Toronto Raptors,99,Miami Heat,104
Mon Jan 17 2022,Oklahoma City Thunder,102,Dallas Mavericks,104
Mon Jan 17 2022,Phoenix Suns,121,San Antonio Spurs,107
Mon Jan 17 2022,Utah Jazz,95,Los Angeles Lakers,101
Tue Jan 18 2022,Minnesota Timberwolves,112,New York Knicks,110
Tue Jan 18 2022,Detroit Pistons,86,Golden State Warriors,102
Wed Jan 19 2022,Orlando Magic,110,Philadelphia 76ers,123
Wed Jan 19 2022,Brooklyn Nets,119,Washington Wizards,118
Wed Jan 19 2022,Minnesota Timberwolves,122,Atlanta Hawks,134
Wed Jan 19 2022,Charlotte Hornets,111,Boston Celtics,102
Wed Jan 19 2022,Portland Trail Blazers,92,Miami Heat,104
Wed Jan 19 2022,Cleveland Cavaliers,104,Chicago Bulls,117
Wed Jan 19 2022,Memphis Grizzlies,114,Milwaukee Bucks,126
Wed Jan 19 2022,Toronto Raptors,98,Dallas Mavericks,102
Wed Jan 19 2022,Oklahoma City Thunder,96,San Antonio Spurs,118
Wed Jan 19 2022,Houston Rockets,116,Utah Jazz,111
Wed Jan 19 2022,Los Angeles Clippers,128,Denver Nuggets,130
Wed Jan 19 2022,Detroit Pistons,133,Sacramento Kings,131
Wed Jan 19 2022,Indiana Pacers,111,Los Angeles Lakers,104
Thu Jan 20 2022,Phoenix Suns,109,Dallas Mavericks,101
Thu Jan 20 2022,New Orleans Pelicans,102,New York Knicks,91
Thu Jan 20 2022,Indiana Pacers,121,Golden State Warriors,117
Fri Jan 21 2022,Oklahoma City Thunder,98,Charlotte Hornets,121
Fri Jan 21 2022,Los Angeles Lakers,116,Orlando Magic,105
Fri Jan 21 2022,Los Angeles Clippers,102,Philadelphia 76ers,101
Fri Jan 21 2022,Miami Heat,108,Atlanta Hawks,110
Fri Jan 21 2022,Portland Trail Blazers,109,Boston Celtics,105
Fri Jan 21 2022,Chicago Bulls,90,Milwaukee Bucks,94
Fri Jan 21 2022,Toronto Raptors,109,Washington Wizards,105
Fri Jan 21 2022,Brooklyn Nets,117,San Antonio Spurs,102
Fri Jan 21 2022,Memphis Grizzlies,122,Denver Nuggets,118
Fri Jan 21 2022,Detroit Pistons,101,Utah Jazz,111
Fri Jan 21 2022,Houston Rockets,103,Golden State Warriors,105
Sat Jan 22 2022,Sacramento Kings,127,Milwaukee Bucks,133
Sat Jan 22 2022,Oklahoma City Thunder,87,Cleveland Cavaliers,94
Sat Jan 22 2022,Indiana Pacers,103,Phoenix Suns,113
Sun Jan 23 2022,Los Angeles Clippers,102,New York Knicks,110
Sun Jan 23 2022,Boston Celtics,116,Washington Wizards,87
Sun Jan 23 2022,Los Angeles Lakers,107,Miami Heat,113
Sun Jan 23 2022,Chicago Bulls,95,Orlando Magic,114
Sun Jan 23 2022,Portland Trail Blazers,114,Toronto Raptors,105
Sun Jan 23 2022,Atlanta Hawks,113,Charlotte Hornets,91
Sun Jan 23 2022,Philadelphia 76ers,115,San Antonio Spurs,109
Sun Jan 23 2022,Memphis Grizzlies,91,Dallas Mavericks,104
Sun Jan 23 2022,Detroit Pistons,111,Denver Nuggets,117
Sun Jan 23 2022,Brooklyn Nets,125,Minnesota Timberwolves,136
Sun Jan 23 2022,Utah Jazz,92,Golden State Warriors,94
Mon Jan 24 2022,New York Knicks,93,Cleveland Cavaliers,95
Mon Jan 24 2022,Indiana Pacers,113,New Orleans Pelicans,117
Mon Jan 24 2022,Chicago Bulls,111,Oklahoma City Thunder,110
Mon Jan 24 2022,Utah Jazz,109,Phoenix Suns,115
Tue Jan 25 2022,Denver Nuggets,110,Detroit Pistons,105
Tue Jan 25 2022,New Orleans Pelicans,107,Philadelphia 76ers,117
Tue Jan 25 2022,Charlotte Hornets,113,Toronto Raptors,125
Tue Jan 25 2022,Los Angeles Clippers,116,Washington Wizards,115
Tue Jan 25 2022,Sacramento Kings,75,Boston Celtics,128
Tue Jan 25 2022,Los Angeles Lakers,106,Brooklyn Nets,96
Tue Jan 25 2022,San Antonio Spurs,134,Houston Rockets,104
Tue Jan 25 2022,Dallas Mavericks,92,Golden State Warriors,130
Tue Jan 25 2022,Minnesota Timberwolves,109,Portland Trail Blazers,107
Wed Jan 26 2022,Milwaukee Bucks,99,Cleveland Cavaliers,115
Wed Jan 26 2022,Charlotte Hornets,158,Indiana Pacers,126
Wed Jan 26 2022,Los Angeles Clippers,111,Orlando Magic,102
Wed Jan 26 2022,Sacramento Kings,104,Atlanta Hawks,121
Wed Jan 26 2022,New York Knicks,96,Miami Heat,110
Wed Jan 26 2022,Denver Nuggets,124,Brooklyn Nets,118
Wed Jan 26 2022,Toronto Raptors,105,Chicago Bulls,111
Wed Jan 26 2022,Memphis Grizzlies,118,San Antonio Spurs,110
Wed Jan 26 2022,Dallas Mavericks,132,Portland Trail Blazers,112
Wed Jan 26 2022,Phoenix Suns,105,Utah Jazz,97
Thu Jan 27 2022,Los Angeles Lakers,87,Philadelphia 76ers,105
Thu Jan 27 2022,Minnesota Timberwolves,115,Golden State Warriors,124
Fri Jan 28 2022,Detroit Pistons,103,Orlando Magic,119
Fri Jan 28 2022,Boston Celtics,92,Atlanta Hawks,108
Fri Jan 28 2022,Los Angeles Lakers,114,Charlotte Hornets,117
Fri Jan 28 2022,Portland Trail Blazers,125,Houston Rockets,110
Fri Jan 28 2022,Utah Jazz,109,Memphis Grizzlies,119
Fri Jan 28 2022,Los Angeles Clippers,114,Miami Heat,121
Fri Jan 28 2022,Denver Nuggets,116,New Orleans Pelicans,105
Fri Jan 28 2022,Indiana Pacers,113,Oklahoma City Thunder,110
Fri Jan 28 2022,Chicago Bulls,122,San Antonio Spurs,131
Fri Jan 28 2022,Minnesota Timberwolves,124,Phoenix Suns,134
Fri Jan 28 2022,New York Knicks,108,Milwaukee Bucks,123
Sat Jan 29 2022,Indiana Pacers,105,Dallas Mavericks,132
Sat Jan 29 2022,Boston Celtics,107,New Orleans Pelicans,97
Sat Jan 29 2022,Sacramento Kings,101,Philadelphia 76ers,103
Sat Jan 29 2022,Washington Wizards,95,Memphis Grizzlies,115
Sat Jan 29 2022,Toronto Raptors,124,Miami Heat,120
Sat Jan 29 2022,Brooklyn Nets,106,Golden State Warriors,110
Sun Jan 30 2022,Los Angeles Lakers,121,Atlanta Hawks,129
Sun Jan 30 2022,Los Angeles Clippers,115,Charlotte Hornets,90
Sun Jan 30 2022,Portland Trail Blazers,116,Chicago Bulls,130
Sun Jan 30 2022,Cleveland Cavaliers,105,Detroit Pistons,115
Sun Jan 30 2022,Denver Nuggets,136,Milwaukee Bucks,100
Sun Jan 30 2022,Dallas Mavericks,108,Orlando Magic,110
Sun Jan 30 2022,Utah Jazz,106,Minnesota Timberwolves,126
Sun Jan 30 2022,San Antonio Spurs,110,Phoenix Suns,115
Mon Jan 31 2022,New Orleans Pelicans,90,Cleveland Cavaliers,93
Mon Jan 31 2022,Los Angeles Clippers,116,Indiana Pacers,122
Mon Jan 31 2022,Memphis Grizzlies,119,Philadelphia 76ers,122
Mon Jan 31 2022,Toronto Raptors,106,Atlanta Hawks,100
Mon Jan 31 2022,Miami Heat,92,Boston Celtics,122
Mon Jan 31 2022,Sacramento Kings,96,New York Knicks,116
Mon Jan 31 2022,Golden State Warriors,122,Houston Rockets,108
Mon Jan 31 2022,Portland Trail Blazers,81,Oklahoma City Thunder,98
Tue Feb 1 2022,New Orleans Pelicans,111,Detroit Pistons,101
Tue Feb 1 2022,Washington Wizards,98,Milwaukee Bucks,112
Tue Feb 1 2022,Miami Heat,106,Toronto Raptors,110
Tue Feb 1 2022,Orlando Magic,115,Chicago Bulls,126
Tue Feb 1 2022,Denver Nuggets,115,Minnesota Timberwolves,130
Tue Feb 1 2022,Golden State Warriors,124,San Antonio Spurs,120
Tue Feb 1 2022,Brooklyn Nets,111,Phoenix Suns,121
Wed Feb 2 2022,Orlando Magic,119,Indiana Pacers,118
Wed Feb 2 2022,Washington Wizards,106,Philadelphia 76ers,103
Wed Feb 2 2022,Charlotte Hornets,107,Boston Celtics,113
Wed Feb 2 2022,Memphis Grizzlies,120,New York Knicks,108
Wed Feb 2 2022,Cleveland Cavaliers,104,Houston Rockets,115
Wed Feb 2 2022,Oklahoma City Thunder,120,Dallas Mavericks,114
Wed Feb 2 2022,Brooklyn Nets,101,Sacramento Kings,112
Wed Feb 2 2022,Denver Nuggets,104,Utah Jazz,108
Wed Feb 2 2022,Portland Trail Blazers,94,Los Angeles Lakers,99
Thu Feb 3 2022,Minnesota Timberwolves,128,Detroit Pistons,117
Thu Feb 3 2022,Miami Heat,112,San Antonio Spurs,95
Thu Feb 3 2022,Phoenix Suns,115,Atlanta Hawks,124
Thu Feb 3 2022,Chicago Bulls,120,Toronto Raptors,127
Thu Feb 3 2022,Sacramento Kings,114,Golden State Warriors,126
Thu Feb 3 2022,Los Angeles Lakers,110,Los Angeles Clippers,111
Fri Feb 4 2022,Cleveland Cavaliers,102,Charlotte Hornets,101
Fri Feb 4 2022,Boston Celtics,102,Detroit Pistons,93
Fri Feb 4 2022,Chicago Bulls,122,Indiana Pacers,115
Fri Feb 4 2022,Atlanta Hawks,114,Toronto Raptors,125
Fri Feb 4 2022,Houston Rockets,106,San Antonio Spurs,131
Fri Feb 4 2022,New Orleans Pelicans,113,Denver Nuggets,105
Fri Feb 4 2022,Brooklyn Nets,102,Utah Jazz,125
Fri Feb 4 2022,Philadelphia 76ers,98,Dallas Mavericks,107
Fri Feb 4 2022,Oklahoma City Thunder,96,Portland Trail Blazers,93
Sat Feb 5 2022,Memphis Grizzlies,135,Orlando Magic,115
Sat Feb 5 2022,Miami Heat,104,Charlotte Hornets,86
Sat Feb 5 2022,Phoenix Suns,95,Washington Wizards,80
Sat Feb 5 2022,New York Knicks,115,Los Angeles Lakers,122
